SubjectID;VideoID;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2;user-definedlabeln
1;11;2566984,103;682,8243616;13,49793346;19,24600295;13,41735885;10,77559682;118,410975;1,550828674;0
1;11;2535622,174;459,2689806;38,79216379;15,44568698;39,1331524;35,22998486;98,5178246;1,957382184;0
1;11;2501311,283;250,6262923;30,97081587;48,18131586;25,51681718;12,1575269;144,7982151;0,985776492;0
1;11;2506875,643;496,0834706;15,13812815;23,83781385;4,548774711;13,23962747;125,1298537;0,885827632;0
1;11;2658075,286;1950,208828;27,87747871;31,55315816;27,3680659;20,0863561;198,74648;2,466833227;0
1;11;2554874,408;596,377379;33,24753603;42,57676367;43,50125354;10,06657607;105,0912257;3,285586668;0
1;11;2608924,572;868,4626251;39,09877269;7,964466671;6,997802157;3,996194664;141,571103;1,359550727;0
1;11;2670875,201;820,6627189;26,63186265;22,12494976;18,17111944;25,6163929;166,4431926;1,417166652;0
1;11;2573974,752;630,8510378;71,44818657;25,52764569;35,23780238;39,6767361;106,5463313;2,227853745;0
1;11;2597533,819;287,27836;25,75102825;10,7001414;23,92171853;10,16791985;128,3806482;0,731203096;0
1;11;2610767,191;662,6078187;29,06470518;10,40246549;15,60673115;25,10874855;141,863704;0,908771026;0
1;11;2580963,694;858,783043;31,51622088;25,01143453;7,496768931;8,268842611;137,4284886;2,230356266;0
1;11;2598662,667;364,5672912;28,99748233;4,633468771;17,58173013;15,60225147;148,7878469;0,568373616;0
1;11;2658287,148;1388,953431;145,7389674;54,66469602;62,44703276;19,9285653;157,3291542;1,102338961;0
1;11;2610152,427;1096,007194;37,10158069;39,94184146;8,708322553;31,0964386;138,1994883;1,5285316;0
1;11;2616430,664;1224,567101;64,69730586;84,14503309;21,01439302;33,2127862;123,7987614;0,988281107;0
1;11;2606649,271;1300,389335;69,03048616;13,0642879;33,13102015;18,7065353;179,9316875;2,282827972;0
1;11;2560527,388;1252,325393;19,71035689;3,815904013;10,56463058;11,96942455;113,2281824;0,775246113;0
1;12;2483981,192;220,5307676;34,77806342;23,74037645;42,88969853;18,02727878;89,46260298;0,472269225;0
1;12;2539988,982;496,2718421;68,59453924;16,81796593;11,2993056;19,75990584;77,97609536;1,11501059;0
1;12;2526408,772;414,6629186;9,282671078;18,13586492;7,034609067;3,769645878;102,3616724;0,596226954;0
1;12;2542964,306;679,7445222;24,02405552;3,382400616;23,2925491;11,18814801;103,2844387;0,667849324;0
1;12;2556159,121;510,3474382;93,46198776;60,01690476;68,37393684;31,00466336;65,67912914;0,908545743;0
1;12;2541233,475;386,7696419;16,67637869;24,15518623;5,679770147;10,93209732;101,0968136;1,375622082;0
1;12;2593750,663;550,5193891;63,64431157;60,84606288;15,69735108;33,4592499;98,21488044;3,730850495;0
1;12;2485112,43;509,7603081;80,44009549;42,53946305;34,82209985;27,71841231;113,3671294;4,99110314;0
1;12;2155097,131;2048,661984;186,48588;136,4394868;38,31029429;343,3349211;1060,675561;9,38964649;0
1;12;2606790,298;1643,535772;65,43607571;39,22848908;43,94239731;24,44561845;172,1345317;1,107365219;0
1;12;2653196,365;444,0667947;43,64035901;35,46442281;38,61812753;37,13248846;144,4492904;0,897459533;0
1;12;2730362,677;471,743247;7,909471308;33,11788745;6,974579136;85,66961861;256,54153;2,342414073;0
