SubjectID,VideoID,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,user-definedlabeln
1,1,2527503.03536766,4155.04322428668,183.239139986769,11.6245361874398,7.23862636073481,17.6755879927496,1053.77379647961,1.30220139542216,0
1,1,2387152.11673733,1123.54222910307,85.3313598466093,25.2796183368931,29.3196485607216,199.105717019521,1115.38415340244,4.33878206047555,0
1,1,2691462.91981798,4316.41513307009,113.217441278819,29.694545245343,53.2274478863908,376.549337683519,1477.17287242174,3.87918818653775,0
1,1,2365247.86383596,4355.60717616546,44.0094368441968,26.4658014099073,16.9563950449464,265.747763645522,1736.11952157743,2.92606420448731,0
1,1,2537928.95720508,979.665398791886,27.053846958311,16.5955912036391,13.2672278021723,37.7406450563273,1051.53879245044,1.03424095964965,0
1,1,2338004.91275685,704.53708239044,53.2418336665766,5.9368836902089,4.87740452444287,247.034035161131,1317.09047363921,6.63233088604748,0
1,1,2586921.04326357,934.03472853611,43.0720097576411,17.329765705729,19.7338157346983,53.818614397688,1111.07780699511,0.546432157019999,0
1,1,2460769.01534794,3513.32575154158,125.694146833625,3.73287126827317,48.9950961069351,97.0749715066498,1315.36647830226,2.41767720300587,0
1,1,3223565.44938098,7888.35290734633,61.7799112482203,17.2542809923098,35.2271298715397,744.032129969914,5066.89674276049,37.452026923639,0
1,1,1917444.86249024,1826.08697978113,74.6119306445146,15.2558069961385,20.5969206023564,471.148672933333,5294.12728390887,22.2705885038112,0
1,1,2419804.42853762,2094.01446457054,204.208380194396,19.713124476156,17.9629239311818,193.754872838117,1503.41672971685,1.48859922829024,0
1,1,2372229.65630955,1777.8101455671,137.67146938744,23.0205006954509,25.6810555489594,288.842825404328,1540.95536784225,1.89132988248883,0
1,1,2426935.49139544,2856.63872918319,119.239902550579,14.6608992941064,49.513359727599,74.2181145501606,1008.99648324275,3.2917455920452,0
1,1,2646432.6100014,1191.50816892088,137.28774181286,10.4029162216184,8.86599254070691,118.601844003965,1073.98322686702,0.912143594957383,0
1,1,2634082.56028393,596.348578667574,19.504239309148,1.78323080540826,13.7689526019674,169.574868738619,1116.82575315359,1.06053772066305,0
1,1,2507301.1823281,1660.32191774363,141.527411239522,15.7575931666481,20.1031915157746,74.4523815775827,936.144603109196,2.48446258046951,0
1,1,2584870.85527322,1739.50727403687,92.6466397933471,59.8047884863968,17.5726484959482,110.392925904906,1227.93536813359,1.48503250418485,0
1,1,2479709.24440514,758.150961319246,82.1521436568589,44.1188269734973,14.7868164949159,33.7490339769859,1037.76136193654,0.819908902314397,0
1,1,2427977.04310481,747.764078978162,66.1979008317948,46.6032780847738,55.7948159787226,102.271970424442,1240.53988480146,1.97524098793,0
1,1,2486961.97484611,1041.33899863256,107.885320956607,15.1495346668002,5.60622355700327,18.2703187163172,875.663925625522,3.6314181118139,0
1,1,2469117.03082493,2349.86842866438,40.7531712750097,56.3980470115761,24.5903148696826,114.695990574102,980.740676343663,2.48851200505994,0
1,1,2557047.61586448,3102.6325090118,92.8806235743211,65.364913707506,20.8911940849105,27.4472471746446,992.362541750822,1.58811927935901,0
1,1,2501254.67139831,961.490435252358,93.8118549404043,47.2357289009457,18.9880863763585,50.0578766909099,839.453395059289,2.23416133656416,0
1,1,2656627.8966712,1776.47466394471,29.5844808758374,3.06144305705782,15.3022188750164,173.448587410465,1057.50155051321,1.83351084800697,0
1,1,2424979.18964248,2884.040957336,67.1993971533008,29.7587507218236,36.7183835962303,116.244709005512,1079.47317929023,1.99785070415044,0
1,1,2426197.33318936,2311.02474604237,130.120010393389,56.5924396030309,8.9755804659531,85.7151546013871,887.432739906988,1.52248442135677,0
1,1,2563465.67788589,412.270702550444,140.136371348645,18.6227273453942,23.737937130913,44.2844585442619,1039.48494884749,1.62746763598559,0
1,1,2509302.48813279,1006.97060135568,214.329068594702,131.339155403933,53.1933965982685,28.3579428619757,1009.66966400465,1.34085426015656,0
1,1,2395977.16308893,2627.22738584522,37.8605781409409,89.5023203276574,18.0885576696425,135.352111879891,1095.24538840919,3.89755361510291,0
1,1,2509275.8678918,297.973816972031,45.9592253796491,12.1367193352156,7.11669029558483,14.0000489193468,876.653881460519,2.62813603363782,0
1,1,2549463.27957912,774.172833123658,4.14262610956588,16.4101814152075,8.93327173095001,25.9373923377262,1055.61451073821,0.642659404352309,0
